source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
RoyalCirca,As guide on Earth,as-guide-on-earth,,Mythology,published,"Assisting her cousin in the creation of the Earth Raiders to protect the world against demons, Authora became one of the guides of the group after Tur went missing in the third half of the Earth Raiders saga. Here she took mortal form with limited godly powers. Unable to return to her normal form, she remained on Earth guiding the Earth Raiders and fighting the demonic armies.",Main Universe,Mythology; Royal Circa,,,,
RoyalCirca,Jessana,jessana,,Mythology,published,"Rank: Goddess of Love, Beauty, Honesty, Eloquence, & Fertility

Jessana Goddess of love, Beauty, Honesty, Eloquence, and Fertility. In her many forms she grant many different societies with many different gifts such as love and reproduction. To North Lostasia she is Goddess of Love and Beauty, in Eastern Lostasia she is in her original form and in Western Lostasia she is Nexus Goddess of Fertility and Growth. While disguised as Nexus because of her lack of worship as Jessana, she is more of a warrior and uses magical arrows to seduce men into falling in love with women. Also she helps with the life cycle and instructed the first woman how to give birth to mankind and supposedly slept with Marlexmade to have Sentos. She created many temples and towns in honor of women and illustrated strategic war plans with her army of supernatural female army. Nexus created magical armor and a magical disk to give to her army to defeat over 200 cities, the first female ruler without a king was of the city Dowling Ville. In her form as Jessana she was more pleasant but when she disobeyed her mother, Crienta's word to remain in the Heavens she mistakenly set free love onto mankind which caused a great burden that nearly destroy the world. But with the help of her children the world returned to normal but now with new emotions of lust, desire, hatred, and war.",Main Universe,Mythology; Royal Circa,,,Elitsyian Gods,
RoyalCirca,Ohn,ohn,,Mythology,published,"Rank: God of the Sun

His son was Pupu and together they brought the sun across the sky in the morning and at night they rest it in the banks of the Sea of Time. Ohn was brother to Seltice and son to Adv and Born'. At festivals this god is called upon for a great day and wealth. With his sister Seltice he haves the ability to direct the motions of the entire planet. With a magical golden red disk on his head many tribes between Lostasia and Egypt called him their sun god and in Egypt he was called Re' and later Amun Re' the supreme deity. With destructive powers at well the Anuit called him their God of Destruction. He also had similar appearance of the Hindu God of Destruction, Shiva. With a world worshiping him, Ohn made himself a worldwide figure. From the rays from his back to the floating orbs around his body he had intense power and could burn the world if he looked upon it. Pictures are often shown with his head facing away from all else. As for his appearance he was very tall, warrior attire, 7 arms, a monkey's tail, and a giant optical disk that erects from his lower back. His long hair is made of brimstone and fire. His reddish face is because his home is located on the center of the Sun. This deity is also called the creator of all things but only in the lower most part of Lostasia.",Main Universe,Mythology; Royal Circa,,,Sun Gods,
RoyalCirca,Seltice,seltice,,Mythology,published,"Rank: Goddess of the Moon

Seltice was sister to Ohn and Moon Goddess, but was not worshiped solely as such. Her appearance is tall with bluish skin, short hair, white eyes, two giant swords coming from her skin, and 4 arms. Shes very quick and with her cat as her assistant many wonder if she more of a protector of cats then her actual position as a protective goddess of the night. She loved cats so much that she chopped off her own head and replace it with her familiar her cat Thebe. She then grew a tail and rode around on a chariot pulled by two giant cats. Her home was near the Sea of Time where she took the moon at the break of dawn. She would create Febian & Jesia to protect the Cosmic Soldiers during their fights against the forces of darkness.",Main Universe,Mythology; Royal Circa,,,Moon Gods,
RoyalCirca,Nextis,nextis,,Mythology,published,"Rank: God of War

Nextis God of War is seen as a brute villain that has brought the world over 10,000 wars during the time of Lostasia. His most powerful mission ever was serving as lead general against the gods at the end of time. His allies include Montum and demons. During many of his battles he brings powerful spirits to assist him in battling his opponents. Unlike the Greeks and Romans, Nextis is seen as a more handsome man with little knowledge of anything else besides war and destruction. He is son to Khani and Omitia. His biggest enemy is Kanos the Weather God.",Main Universe,Mythology; Royal Circa,,,Elitsyian Gods,
SkyGods,Sod,sod,,Mythology,published,"Rank: Goddess of Clouds

Sod was the most beloved daughter to Adv and was appointed as her watchful eye whenever she was gone. Serving also as Goddess of the Clouds, she protected flying animals such as birds and mythical creatures like the griffin and the phoenix. Her chariot was led by falcons, animals who sworn their allegiance with her upon her birth. With her silk skin and pearly blue eyes she is not just beautiful but very adored by men of all ages. Montum was no different with his ever lurking eyes and raging sexual behavior he wanted the virgin goddess for himself. Once playing in her mother's secret garden, Montum saw the young beautiful goddess and was captivated by her from one glimpse. Disguising himself as a bird that sing, flew in and sung to the goddess and at the finish of his song the goddess kissed him and he changed to his true form. Once someone kisses the God on his poisonous lips they are forever bound to him wherever he goes. “So be it” said the god and he took his new bride away to the dangers of the underworld. Once there she was greeted by Sickle who knew who she was and why she was there and was quickly punished. From one story it told that the goddess was beaten every day and night because of her adultery with the husband of Sickle. After he found out Montum quickly returned the goddess so that he himself wouldn't be scorn by a woman as strong as Sickle herself.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Lo,lo,,Mythology,published,"Rank: Storm God

Lo, the first Storm God was product of Born' and the sky deity Krum. Whenever Lo was angry he struck the ground with his hammer and the Earth shook. Lo was ill tempered and almost never caught smiling. From his head were feathers that changed colors depending on the storm that was coming. His face was that of a parrot and his arms were wings and he had human hands. He had 5 eyes, the left watched the west, the right watched the east, the top watched the north and the bottom watched the south. The middle eye on his chest saw the past and future and could predict them at will. Covering his lower body with a magical cloak so that the future could not be seen by anyone but him, Lo made sure he protected the future in all cost. His children were the Oracles and Totems “watchful statues of Indian Mythology” were his sons. For years at a time, Lo disappeared leaving his wife Adv to keep after the skies, the reason for his absence was never revealed but some state that he just was not included in stories as he wasn't very adored by mankind. Whenever he return he predicted several prophecies and left again. His last time seen was before the Mostibik where he told Crienta that the final day of Eternity was upon them. From this disappeared again and its not stated if he was one of the gods that perished in the battle or existed afterwards.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Viken,viken,,Mythology,published,"Rank: Storm God

Viken, second Storm God was product of Lo' and Adv. He was not as popular as his father but was definitely as strong. From his Axe and hammer he produces some of history’s greatest storms and with his thunderbolts he protected the Earth from demons. He was a warrior and very fond of little children as he thought of them as powerful beings of the future. Unable to see the future, he didn't take much for granted and thus begun training his son to take his place. When he was merged into Lo in later tales he disappeared almost entirely. One account shows him assisting in the Final Battle Mostibik.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Onyard,onyard,,Mythology,published,"Rank: God of the North & Morning Breath

Son to Crienta, he was born from her left breast and after Crienta found a lump she sliced it off and it became Onyard. Dripping in blood, the young beautiful boy became a man moment later and the blood hardens and became his armor. With hair of white gold, Onyard was very handsome and built to be a warrior; he guided ships from deadly storms and watched over the skies. His wife became Sod and the two had many children. Considered personification of Dawn and the northern breath in which mist and fog covers the air with gentle breezes of warmth and ice. His palace sat at the edge of the Earth balancing the day and night and whenever there was a moment when the two was in one he would loose his powers and the earth would spin into darkness. The lunar eclipse is the effect of this moment. He gave the World Town a place known for its coins, jewelry, books, schools, and hospitals a blanket of wealth and immortality which remained hidden until his return. But when the god never return the blanket was stolen and never seen again, but it has been rumored that King Hapita has the blanket and announces to give it back to the gods to get protection for his kingdom.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Sonos,sonos,,Mythology,published,"Rank: Messenger of All Gods

Sonos was the Messenger of all Gods and born of Crienta and Barbas “king of Mt. Punukien”. Stories agreed that he was so fast that it only took him about 5 minutes to circle the globe and about 3 hours to circle the Heavens. The gods adored him and granted him free passage to any realm no matter of its limits. Protector of Sheeps and herds and Father of farmers and inventor of the sandals, Sonos was everything wanted in a messenger but he was not alone as there were others.",Main Universe,Mythology; Gods and Goddesses,,,The Messengers,
SkyGods,Delvi,delvi,,Mythology,published,"Rank: Messenger to Born’

Delvi was a falcon goddess and was born from Born' and a falcon, she boasted great potential but because of her speed she was left out of many journeys. Although she could fly very fast she could barely walk and couldn't run without tripping, thus forcing Born' to keep her in his chambers where she flew messages were they needed to go.",Main Universe,Mythology; Gods and Goddesses,,,The Messengers,
SkyGods,Lurasha,lurasha,,Mythology,published,"Rank: Messenger of the Underworld

Lurasha son to Sonos and the nymph Cukgi, he is deaf and to assist in communication he invented the sign language and brail. Pictures were also described as a teaching of his as a language. Some accounts explain how he introduced it to the Egyptians and Japanese. Later China & Babylonians adapted this idea until it reached half the world away. Because of his special needs Sonos threw him to Earth where was attended by man and made their own teacher and personal messenger. He then related messages from mankind to humans and whenever his existence was needed a special bell was ringed so that he could feel the vibrations.",Main Universe,Mythology; Gods and Goddesses,,,The Messengers,
SkyGods,Kanos,kanos,,Mythology,published,"Rank: Thunder God

Upon his birth his father Viken and his grandfather Lo merged into one in the stories and he took priority over their previous domains. He was tall, muscular, handsome, and very proud. His strength equal great legends and was constant companion of the Sondreds or Sorcerers of whom he adored. He learned from them the art of magic and how to paint, he presented his paintings with the Elitsyians and taught the artistry of painting on canvas and walls to explain stories and their ideas. Kanos was also considered a War Deity and his chariot covered in vines and stripes of lightning lighting it up in the night sky. His chariot was also led by wolves made of steel and they could speak in every language, a present given to him by Authora. Over the years, Kanos wanted to call Earth his home but because of his status among the immortals, the gods wouldn't let him leave easily. So to let him live amongst mankind the gods gave him 14 trials called the Storm Trials and to make it more challenging he was stripped of his abilities and his immortalities. The first trial was to bear the harsh weather of Teldorn “a city known for its terrible weather and even more terrible creatures that ate the hearts of its people”. After he pass through the city barely alive, he was founded by Gypsies “children of Montum” and was nursed back to health. One Gypsy known for her magical beauty seduced the god but when he denied and left the Gypsy turned to dust, little did he know this was his second trial given to him by the goddess, Jessana. For his third trial, Kanos would have to battle his own doppleganger a favorite test for the god Nextis. For 8 days the battle reign until Kanos knew he had to think differently and so he blinded the doppleganger and stabbed him in his head, the trial was over. For his fourth challenge he had to battle the three headed watch dog of Lium. But because he use to tame the beast he knew its weakness was golden apples, so out of his pouch he pulled half of an golden apple and from then he tied up the beast and granted him back to the gods. The next challenge is making his way through the desert of Despair were souls of the damned roam violently. Here he nearly met his death until he cast a spell that he remembered from his father to use on malevolent spirits and just like that the fifth challenge was over. But now the biggest challenges begun for his sixth challenge he had to make it through the underworld but not before making it across the poisonous river of Delfai. Now on his 7th, 8th, 9th, 10th, 11th, and 12th challenges he must battle the dangerous creatures of the underworld. The first creature was the harpy queen in which he battled hundreds of  harpies until he finally battled the Harpy Queen. While battling her she introduced the Screecher and the two battled Kanos for his 7th and 8th challenge. The two met their ends when Kanos trapped them at the bottom of a lava pit. For his 9th challenge Kanos battled the serpent Snukota who protected the lair of the Mikles “metal and steel bodied demons”. After cutting the serpent in half and using its venom to kill the Mikles, Kanos was now his 11th challenge. Now standing face to face with Goddess of Darkness “daughter to Sickle & Montum” Vic, Kanos fought the demon goddess for years until they both fell to their graves. But determined as he was, Kanos continued on but as a spirit and his next challenge was awaiting and it was the Stone of Arma. With this item he could come back to life but it wouldn't be easy as Montum himself guarded it. Now faced with fighting Montum, their fight crumbled the underworld and startled the dead. In the final moments, Montum raised his sword and Kanos maneuvered it in hitting the stone. The light from the stone revived the thunder god and he struck his thunderbolt on Montum's sword and the stone and caused the two weapons to wipe out anything nearby including Montum. He then defeated Montum and he left to the Heavens for his judgment. For his accomplishment he was given rights to live with man and later joined Elite Force in the modern day world.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods; Elite Force,
SkyGods,Re’,re,,Mythology,published,"Rank: Vengeful giant birds

Re' were vengeful winged spirits that looked like beastly vultures with some human features. They were born from the rotten heart of Montum and given to Sod as a present but because of her return to the Skies she refuse but the Re' remain. Whenever someone or something abuse a promise or break their oath the Re' tears their hearts out, this idea became so popular that the gods adopted this and the Re' were given immortality and abilities strengthen but to the Gods surprise they were victims to. Now deities of Elitsyian Mythology swear on their creator Elshack as once stated by Nextis God of War “By the strength of Elshack I swear I will not hurt you” when he broke his promise toward the Village of Nomick instead of his heart his immortality was stripped for a week and he was then tortured by the Re' in repeated order. There are usually 8 flying creatures consisted of being the Re'.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Tuchorent,tuchorent,,Mythology,published,"Rank: Guardian of Skies

Tuchorent is the fish headed guardian of the skies. It lived on the highest mountain with its gills raised to the sky predicting the patterns of the weather. It served as the official and first weather watcher and almost all its predictions were correct. Tuchorent had the head of a fish and the lower body of a Buddha.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Hodribitch,hodribitch,,Mythology,published,"Rank: Rain God

Hodribitch was a minor Rain God with the head of a cricket. His only major contribution was to the eastern part of Lostasia where he was worshiped with groups of temples and considered a major rain deity.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Mun,mun,,Mythology,published,"Rank: Goddess of West Wind

Mun is Goddess of the West Wind and mostly minor goddess. Seen with the head of a voodoo doll and paper fans for hands she was a painting done by Aere' until the Sorceress Bewithia made her real and presented her to Adv. Adv loved her so much that she made her part of her kingdom.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods; Elite Force,
SkyGods,Altum,altum,,Mythology,published,"Rank: God of Eastern Winds

Altum son to Adv and Lo was one of the only Wind gods to separate him from the world. After he went into hiding he was written out of the myths that once worshiped him. He is still called the God of the Eastern Winds.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Bar,bar,,Mythology,published,"Rank: God of the Southern Winds

Bar is son to Adv and her son Viken. When Adv set eyes on her newborn, she immediately made him into her new king after Viken disappeared and he became God of the Southern Winds. Together they gave birth to the Siloutettes.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Siloutettes,siloutettes,,Mythology,published,"Rank: Nymphs of the Skies

Siloutettes are bird like maidens so beautiful that if looked upon they could turn the looker to stone. They are usually called the spirits of voices. To the Greeks they are merged into one deity known as Echo. In the mornings they sing to raise the sun and at the edge of the night they dance to raise the moon. When angered the song and dance to eclipse the world in complete darkness.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Nulmu,nulmu,,Mythology,published,"Rank: Watcher of humans

Nulmu or Numu is a giant piercing eye that looks over all creation. It was created by Elshack to watch over his many inventions including life. Human and animal eyes were created in image of the Nulmu.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Sha,sha,,Mythology,published,"Rank: Sky Goddess

Sha is a minor Sky Goddess that was worship on the Islands of Lostasia. Sha lives on a hidden island found somewhere near Lostasia.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Danes,danes,,Mythology,published,"Rank: Protectors of the Sky Kingdom

Danes were Bird protectors of the Sky Kingdom, they screamed so loudly that thunderstorms happened wherever they were. Symbols of thunderbolts were found on their wings and each had a different color feather erected from their scalps.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Keper,keper,,Mythology,published,"Rank: Watch God

Keper the three headed watch god was so curious of things around him that Adv put him in charge of watching over the world. His left eye could see the East, his right the West and the lower could see the south. With the help of swallows he rode off on a chariot watching the north.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Chief Munosokupoleses,chief-munosokupoleses,,Mythology,published,"Rank: Sky God

Chief Munosokupoleses was Chief Sky god and eldest child to Adv. He was worshiped around the world in hundreds of different forms. To the Indians he would overlook their skies and watch their forests. With one eye always asleep his over 500 watched the Earth day and night. When his one sleeping eye would awake it would foretell the end of the world.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Chase,chase,,Mythology,published,"Rank: God of the Winds

Chase God of the Winds was worshiped only on the Islands of Lostasia where this deity gave birth to the hamster, rabbit, and squirrel. These creatures had great speed and adopted his agility to live on land as he watched them from the heavens. His mother was Adv and his father was Chief Munosokupoleses.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Voloman,voloman,,Mythology,published,"Rank: Messenger of the Wind

Voloman was Messenger of the Wind and son to Sonos and Adv. He built wings for birds and fathers the duck, seagull, and the flying fish. He planted eggs that became clouds.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Kano,kano,,Mythology,published,"Rank: Creator of the Sky Gods

Kano was the Latin speaking rabbit that moved so fast behind him came the winds of earth. From its hairs came the first wind deities and on his back sat the Sky. He was worshiped only on the Islands of Lostasia where he was both a creator and Sky God. In his mortal form he was highly represented as a great prophet and farmer. With no knowledge of him as an authority it would be hard to explain how exactly Kano would become a loyal authority figure with armies as far as japan.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Parasolt,parasolt,,Mythology,published,"Rank: Protector of Children & Animals

Parasolt was shaman of the Elitsyian Islands and protector of newborn children and animals. His name meant “protector of the wild or backwards”.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Krum,krum,,Mythology,published,"Rank: Sky Goddess

Krum was an early sky deity, but because she was so distant in stories, she was merged with the arrival of Adv as the major sky goddess. She was mother to Lo and one of the earliest wives to Born'.",Main Universe,Mythology; Gods and Goddesses,,,Sky Gods,
SkyGods,Ali,ali,,Mythology,published,"Rank: Rain God

Ali was a minor Rain God. Associated more with gentle rains that hit the earth, this deity was everything but gentle. He was giant in size and brought the world some of the most historical and dangerous storms. The Bermuda Triangle is said to be his home and once sacred creation. From here the deity lied to rest his problems which also brought forth his inevitable wrath that destroyed many ships and killed many people.",Main Universe,Mythology; Gods and Goddesses,,,Water Gods; Sky Gods,
SkyGods,Corn,corn,,Mythology,published,"Rank: God of the Mist

Corn was God of the Mist, called the Morning Mist, he was son to Ali, in the morning he brought the first feeling of cool breezes that woke man for the new day. His temple hovers above the ground carried by the winds of Adv his beloved wife. Both a Sky and water deity it was no wonder this god was worshiped in so many places.",Main Universe,Mythology; Gods and Goddesses,,,Water Gods; Sky Gods,
SkyGods,Siguntha,siguntha,,Mythology,published,"Rank: Mother Sky

Siguntha or Mother Sky was the great supreme Goddess of the Sky and of Storms. She was a giant that had wings and hovered over all things spreading gentle breezes and given birth to the day, evening, and night. The sun and the moon were her children. She was second eldest child to the great Untguard. From her mouth flew out the first airborne animals and she gave them wings to remain above all else as Siguntha wanted her children to rule over all else.",Main Universe,Mythology; Gods and Goddesses,,,,
SkyGods,Snow,snow,,Mythology,published,"Rank: Goddess of Ice, Climates, Temperature, & Snow

Snow was Goddess of Ice, Climate, Temperature, and Snow. Born from Winter she assists her mother bring the world icy weather. She invented the blizzard and snowstorms in memory to Sickle. Her home is at the edge of the Earth lying in Snow and 12 mile thick ice, even the gods grew cold while in her realm. The panda, Yati (yeti), dove, beaver, and koala were her children and the ice sickle was her weapon.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
Spirits,Vitinct,vitinct,,Mythology,published,"Rank: Protectors

Vitinct are human protectors. Each mortal, animal, and magical being have their own Vitinct and they took on their image throughout their lives. Only seen to magical beings, these distinctive spirits use their charms to protect others.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Selenes,selenes,,Mythology,published,"Rank: Elitsyian version of the Greek Muses

Selenes are a collection of deities that inspire inner talents; similar to the Muses they range from passive advocates to aggressive teachers. They consisted of 6 very popular spirits Cloe, Moni, Toli, Redchi, Harmony, and Obrena. In order they give to the world and are: Cloe taught mankind how to use the stars for time, mathematical problems, and used them for direction. Moni inspired science and gave birth to the first scientist. Toli and Redchi were twins and they inspired the use of Writing, Language, Speech, and Spelling. For Harmony she taught dance and singing and with her beautiful voice she was often called Voice. Obrena was the eldest and inspired Theater, Performing Arts, and Playing Instruments, her children were the first musicians and first actors. Her house was the first theater and the first play was performed there.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Cloe,cloe,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Selenes,
Spirits,Moni,moni,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Selenes,
Spirits,Toli,toli,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Selenes,
Spirits,Redchi,redchi,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Selenes,
Spirits,Obrena,obrena,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Selenes,
Spirits,Roses,roses,,Mythology,published,"Rank: Spirits of Inspiration

Roses are a collection of deities that inspired sports, farming, and religious practices. 6 beautiful women who were opposites to the Selenes. In early Elitsyian legacy, the Elitsyians didn't believe in art and poetry so they created the Roses and they were: Elena, Aeotrode, Hollen, Besta, Newta, and Silloute. Elena taught mankind gymnastics and how to become great warriors and Aeotrode taught then ancient forms of football, baseball, racquetball, soccer, and basketball. Hollen and Besta together inspired the use of planting, farming, and some sacrificing. Newta known for her distinctive look from her sisters inspired History and Epic Poetry, at one time she loved the god Shecknurd. Silloute the lonely maiden build thousands of objects for mankind and inspired the first idea.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Elena,elena,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Roses,
Spirits,Aeotrode,aeotrode,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Roses,
Spirits,Hollen,hollen,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Roses,
Spirits,Besta,besta,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Roses,
Spirits,Newta,newta,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Roses,
Spirits,Silloute,silloute,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Roses,
Spirits,Dynameids,dynameids,,Mythology,published,"Rank: Nature Spirits

Dynameids are beautiful spirits who protected the nature and like their counterparts the Naieds they were women who care of nothing else but dancing and singing. Whenever apart flowers wither and rivers dry up. To force them forever together, Sayr plays his instruments to keep them always dancing in his sight. When they are afraid they can hide within trees and flowers. Born from fallen leaves and grass, these spirits the counterparts to the Greek Nymphs.",Main Universe,Mythology; Other Myths,,,Earth Gods,
Spirits,Bik,bik,,Mythology,published,"Rank: Spirit of Violence & Retribution

Bik not much is known of the dark entity except that it is the personification of Violence and Retribution and at one time was Earth God that went insane. While in the underworld its true image was shed and its heart turned into the first maggots and later the first leprechauns and fairies.",Main Universe,Mythology; Other Myths,,,Earth Gods,
Spirits,Hylends,hylends,,Mythology,published,"Rank: Spirits of Fairytales

Hylends are the sisters of fairytales. At children bedtimes they read them stories of magical places. When they awoke they remembered nothing. They were part of the Dream Gods until exiled to Earth for playing jokes on sleeping people's spirits. Some of the most popular Hylends are the Elysian Fairies.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Andry,andry,,Mythology,published,"Rank: Spirit of Lust & Desire

Andry is the spirit of Lust and Desire. Born from the lustful nature of humans and invoke by late Indian tribes found in Lostasia as their protector. This creature usually seen as a mortal woman gliding over the ground is a wish maker found in the jungles of Lostasia.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Lasare’neides,lasareneides,,Mythology,published,"Rank: Spirits of Good Emotions

Lasare'neides along with their vengeful counterparts the Spirits of Veonmide are spirits of day and night that the Elitsyians believed inspired different emotions. They were the many emotions that were left behind after Jessana left love uninspired in the world for too long. The Lasare'neides are",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Holly,holly,,Mythology,published,Note: chastity,Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Stone,stone,,Mythology,published,Note: temperance,Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Cause,cause,,Mythology,published,Note: charity,Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Aware,aware,,Mythology,published,Note: diligence,Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Strong,strong,,Mythology,published,Note: forgiveness,Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Heart,heart,,Mythology,published,Note: kindness,Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Humble,humble,,Mythology,published,"Note: humility

And were led by Proud and

Belief. They were set to clear up the negative activities that their counterparts have made on the world.",Main Universe,Mythology; Other Myths,,,Lasare’neides,
Spirits,Druids,druids,,Mythology,published,"Rank: Magical Spirits of Protection, Guidance, & Learning

Druids are mortals who have reached stages in their lives where they can use great massive amounts of magic to protect, guide, and teach the magical world. They are also worshiped in Celtic Mythology. The Elitsyians have adapted these magical wiseman for their own belief system that short dwarf like people lived in their forests spreading the teachings of another world.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Spirits of Veonmide,spirits-of-veonmide,,Mythology,published,"Rank: Spirits of Negative Emotions

Spirits of Veonmide are 12 deadly spirits that inspire the human world with negative emotions. Because Jessana left love uninspired it spawn into darker emotions and these spirits took on their own separate personalities. Anxeride (assault), Poxoride (wrath), Fromixed (rage), Onide (Hatred), Hoxide (fear), Moxide (discrimination), Toxinide (prejudice), Ronickide (sadness), Xolikide (malice), and Nonprovide (vanity). They are led by two more powerful demons name Suicide and Grief. Suicide and Grief follows Montum on his many journeys while in the underworld.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Anxeride,anxeride,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Poxoride,poxoride,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Fromixed,fromixed,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Onide,onide,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Hoxide,hoxide,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Moxide,moxide,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Toxinide,toxinide,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Ronickide,ronickide,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Suicide,suicide,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Grief,grief,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Spirits of Veonmide,
Spirits,Nymphs,nymphs,,Mythology,published,"Rank: Spirits of Nature

Nymphs like in ancient Greece, these spirits come in thousands and supports nature. They are beautiful deities that can disappear at will and sing gently to make plants grow. From roses and sunlight more are born each day. Each nymph protects its own part of nature ranging from a single seed to giant mountains. Although they appear together and nearly identical, few have made separate appearances in Elitsyian Mythology.",Main Universe,Mythology; Other Myths,,,Earth Gods,
Spirits,Kos,kos,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Nymphs,
Spirits,Smooth,smooth,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Nymphs,
Spirits,Cukgi,cukgi,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Nymphs,
Spirits,Kingo,kingo,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Nymphs,
Spirits,Sanity & Sorrow,sanity-sorrow,,Mythology,published,"Rank: Spirits of Dark Emotions

Sanity and Sorrow once were the parents to Rotrude until he punished them by burning them alive. Because of their torturing of their son, they were punished to walk the Earth forever as the two spirits of Sanity and Sorrow.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Sanity,sanity,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Sanity & Sorrow,
Spirits,Sorrow,sorrow,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Sanity & Sorrow,
Spirits,Ansencion,ansencion,,Mythology,published,"Rank: Elitsyian version of the Zodiacs

Ansencion are several deities that go in direct comparison with the western Zodiacs. Like their counterparts they consist of magic control objects, mythical creatures, and humans who sold their souls to remain in history. Below are the 14 zodiacs of the Elitsyian Myths and their counterparts.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Spirits,Amon,amon,,Mythology,published,The Ram,Main Universe,Mythology; Other Myths,,,,
Spirits,Beth,beth,,Mythology,published,The Bull,Main Universe,Mythology; Other Myths,,,,
Spirits,Gomain,gomain,,Mythology,published,Gemini,Main Universe,Mythology; Other Myths,,,,
Spirits,Libre,libre,,Mythology,published,Libra,Main Universe,Mythology; Other Myths,,,,
Spirits,Chinzer,chinzer,,Mythology,published,Cancer,Main Universe,Mythology; Other Myths,,,,
Spirits,Liondress,liondress,,Mythology,published,Leo,Main Universe,Mythology; Other Myths,,,,
