source,name,slug,status,location,description
Chapter 6 (Places),Birthlands,birthlands,published,,Located at the center portion of all of Aurelia near Aurelia City. This place is the birthplace of all creatures and life in general and has direct access to both the Plane of Light and the Underworld. The gods created this location so new souls can be birthed into the world through forms of eggs and nursery.
Chapter 6 (Places),Healing Centers,healing-centers,published,,"Serving as the major hospitals and healing hubs in Aurelia, there are over 145 centers across the world and each have their own caretakers appearing as nurses or doctors and each has its own OGGUNNY assisting. The main one located in Aurelia City is the largest and at its core is Dr. Aresta who provides starter guides for Battlers & Protectors. They are often designed to appear similar to Soul Readers on the roof and sides and are somewhat homes for many lost Aurelians and creatures."
Chapter 6 (Places),Forests of Aurelia,forests-of-aurelia,published,,"As seen in the first couple of episodes of the comics, the forests are widespread and are home of elfish Aurelians known as the Tree People whom roam the forests in an attempt to live and work. They commute throughout Aurelia finding food and working on different projects, as appose to other Aurelians. Tree people aren’t as intelligent and technology prone as they are used to their old ways and their minimal magical skills."
Chapter 6 (Places),Soul Realm,soul-realm,published,,"The soul realm is a mysterious place that exists beyond the Dreamland. It is only accessible through Seals and is pictured as a mountainous range with hills, silver rivers, high beams erected above all else. This land appears with the sealed monsters floating in mystical orbs, used to heal them and preserve their natural energy."
Chapter 6 (Places),Imaginarium,imaginarium,published,Located between the Shadow and Dream Realms,"An imaginative place where everyone goes to even if temporarily. At one point when he fell into a deep sleep unable to awake. Kendo Lazaron mentioned that he had to perform trials to awake, and others have also mentioned that it is a place for those stuck inside of a coma. It is linked to Dreomede and Nigerakarte through a bridge made of silver and dreamdust."
Chapter 6 (Places),Astral Plane,astral-plane,published,Below Realm of Living and above the Underworld,"Race: Spirits, ghosts, phantoms, ghouls, shadows

One of the 14 Realms. The Astral Plane came into being through the actions of the first death. The realm grew and intertwined into the Realm of the Living and the Underworld. In it’s whole, the Astral Plane resembles the world of the living and takes the form of the last place of those that are within. A common place that everyone sees is a place known as Fortress of Rest, here lies hundreds of cities that acts as a gathering place for the dead."
Chapter 6 (Places),Realm of the Living,realm-of-the-living,published,Contains the multiverse,"Race: Everyone that is alive

One of the 14 Realms. One of the three largest realms in existence aside Heaven and Hell. It is also the most populated with near infinite lifeforms. During the birth of the Primordial Universe, the first universe, a powerful burst of energy split the universe into an endless string of other universes. Some universes can exist so close to one another that they can be travelled to from one another through portals known as gates. Others are far away with their own near parallel universes causing their own multiverse."
Chapter 6 (Places),Eliteverse,eliteverse,published,,"The main universe found within the Eliteverse, it is Universe 7."
Chapter 6 (Places),Universe 10,universe-10,published,,The universe where humans are dominate on Earth and considered our existing universe. It was one of the few universes to survive the Akuma destruction.
Chapter 6 (Places),Mirror Universe,mirror-universe,published,,A complex yet fragile place that mirrors each individual universe. It was artificially created by the Mirror Master and inhabits the Porcelain People and House of Dolls. It can be accessed through any mirrored surface.
Chapter 6 (Places),Miniverse,miniverse,published,,"A universe where everyone and everything is miniaturized. It is home to the stories of Mini Heroes, Mini Villains, and Mini Warriors."
Chapter 6 (Places),Dead Universe,dead-universe,published,,"Shortly after the Big Bang event happen, this universe continued a similar evolutionary path as our own until a disease swept through its many worlds turning its citizens into zombies. Only a few million are immune. It is featured in the Rise of the Dead Saga as two descendants attempt to control the dead with a powerful item called the Pearl of Indomnia."
Chapter 6 (Places),Universe 818,universe-818,published,,"This universe is like our own, except its technology is thousands of years more advanced and most people on Earth has have their minds uploaded to a virtual world."
Chapter 6 (Places),Virtual World,virtual-world,published,,A virtual reality universe. It can take the appearance of any game that is being played. It effectively exists within the Omniverse.
Chapter 6 (Places),Omniverse,omniverse,published,,"It is believed and greatly studied by even the gods. That every form of media from books, games, comics, someone’s mind, our reality, the multiverse, movies, tv shows, etc. all are real, and each exists in their own universe. All of this exists within a collective Omniverse and no one being except Anka and Elshack have ever been able to see it as a whole and understand it."
Chapter 6 (Places),Universe 1986,universe-1986,published,,"The main universe for most printed media found within the Eliteverse. Unless otherwise stated, this universe serves as the primary universe for books, comics, novels, and other printed material."
Chapter 6 (Places),The Dog Universe or Universe 444,the-dog-universe-or-universe-444,published,,A universe created by The Dog when it won a war against The Cat. This universe was destroyed by the Akuma.
Chapter 6 (Places),The Cat Universe or Universe 999,the-cat-universe-or-universe-999,published,,A universe created by The Cat when she won a war against The Dog. This universe was destroyed by the Akuma.
Chapter 6 (Places),Primordial Universe,primordial-universe,published,,"Also known as: Universe 1

Is the original universe and the first to have been created during the early years of the Omniverse. Here it is believed that every race on every planet that is inhabited is highly advanced. Their united war created the Omniverse."
Chapter 6 (Places),Universe 318,universe-318,published,,"A universe that is shown in the story, The Multiverse. It appears to have no sound."
Chapter 6 (Places),Universe 899,universe-899,published,,A universe where most of Earth was flooded and everyone had to build their cities in the sky. It is believed to the be the universe of The Jetsons and the Flintstones.
Chapter 6 (Places),Universe 1962,universe-1962,published,,The universe that is believed to be the universe of Bewitched.
Chapter 6 (Places),Universe 1965,universe-1965,published,,The universe that is believed to be the universe of I Dream of Jeannie.
Chapter 6 (Places),Universe 111,universe-111,published,,The universe which shows the Lazaron siblings never learning of each other and never save the world from the Horsemen of the Apocalypse. This universe was destroyed by the Akuma.
Chapter 6 (Places),Universe 717,universe-717,published,,The universe where the Elite Force are villains and every hero in the main universe is a villain and the villains of the main universe are heroes. This universe is destroyed by the Akuma.
Chapter 6 (Places),Universe 700,universe-700,published,,"This universe was destroyed by the Akuma, it was seen to be a fairly normal place with no magic or superpowered individuals. However, its skies were always red because of its red sun."
Chapter 6 (Places),Universe 600,universe-600,published,,In this universe it never evolved pass the ice age. It was destroyed by the Akuma.
Chapter 6 (Places),Universe 515,universe-515,published,,Here the universe has purple void instead of black like the main universe. It was destroyed by the Akuma.
Chapter 6 (Places),Universe 2010,universe-2010,published,,"With partnership with AMC, this universe was briefly seen to have been saved during the Akuma’s destruction. It is the universe of the Walking Dead."
Chapter 6 (Places),Universe 1996,universe-1996,published,,"With partnership with Nintendo, this universe was visited when the Eliteverse, the Pokemon Universe, and the Digimon Universe crossover."
Chapter 6 (Places),Universe 1997,universe-1997,published,,"With partnership with Bandai, this universe was visited when the Eliteverse, the Pokemon Universe, and the Digimon Universe crossover."
Chapter 6 (Places),Universe 1993,universe-1993,published,,"With partnership with Hasbro, this universe was crossover when the Power Rangers from every generation and the Earth Raiders combined forces to save their respective Earths from destruction."
Chapter 6 (Places),Shadow Realm,shadow-realm,published,Located within shadows,"Race: Shadow Creatures

One of the 14 Realms. A desolate place where shadows and shadow creatures live. It was created shortly after Tonik was defeated and banished by the other Domi Mages during the early days of magic. It has cities, homes, schools, and worlds like our own universe. It can be accessed through shadows of sacred places and powerful people. Its skies are always a shade of red and orange because of its dark red sun."
Chapter 6 (Places),Dreomede,dreomede,published,Dream Realm,"Race: Dream Gods

Dreomede or often called the Dream Realm is one of the 14 Realms. It is a place often seen only in the dreams of a sleeping being. Ruled by Onarosh and his siblings, this realm is coated in beautiful lights, a peaceful aura, and surrounded by mountains. It is connected to the south by Nigerikarte and to the west by the Imaginarium."
Chapter 6 (Places),Quanti’h,quantih,published,,"Race: Varies, Akuma and its children

Quanti’h is one of the 14 realms and newly discovered. It is home to over a million worlds like those found in the Realm of the Living. On each of those worlds are dimensions that can connect to almost any moment in existence. This realm is often used by powerful beings and its citizens to travel between realms. This ability, however, is almost entirely forbidden and unknown to the rest of the realms. Its existence is unknown even to Olerta. While it was attempting to re-enter the Realm of the Living, the Akuma created this vast realm and filled it with human like beings of whose bodies appeared like the night sky. On seven of its worlds were the Akuma’s children."
Chapter 6 (Places),Heaven,heaven,published,Above all else,"Race: All races of Angels, Adam, Eve, GOD, Anka, the Gods, Primordial Ones, Yonrohs, Heavenly Beasts

One of the 14 realms. Consisting of the upper part of existence, nothing is said to exist above it except Anka (also known as the Primordial Chaos) of which no one can see accept some Primordial ones and the Ultimate One. Heaven is a massive place consisting of numerous levels each only accessed together through long bridges and or gates that are as tall as the sky on Earth. They each are guarded by a Celestial Guardian before the guardians were sent to Earth to guard it from the rise of demonic threats. Heaven consists of:"
Chapter 6 (Places),Vilon,vilon,published,,"The lowest level which is closest to Heaven. It is where Guardian Angels, The Watchers, Primordial Ones, and the Garden of Eden exists. It is ruled by Gabriel."
Chapter 6 (Places),Araphel,araphel,published,,"The level above Vilon. It is the place resembling a massive city made of silver and gold. It is engulfed by a long golden river. It is home to all those that die and are sent to live out the rest of their time, in Heaven."
Chapter 6 (Places),Raqia,raqia,published,,"The third level that is ruled by two angels, Zachariel and Raphael. Because of its massive size it is home to many things including the Elements of Existence (Fire, Rock, Water, Energy, Death, Life, Mass, Matter, and Time), Andvom (the home of all Time, Shecknurd, and the Arcota), and is home to the largest prison of mystical beings called Oblivion."
Chapter 6 (Places),Shehaqim,shehaqim,published,,"Ruled by Anahel, it is the place where the idea of nature was born. It is home to where magic was created and from where it flows."
Chapter 6 (Places),Maon,maon,published,,"It houses the Altar, the Temple, and the heavenly Jerusalem. It is ruled by Michael."
Chapter 6 (Places),Makon,makon,published,,"Ruled by Samael, is houses the Ishim and Song-Uttering Choirs"
Chapter 6 (Places),Zebul,zebul,published,,"The seventh level that is ruled by Sachiel. It is the birthplace of all things in creation including newborn souls, Eternity, home of the GODs, lies here including Primordial beasts including the High Council."
Chapter 6 (Places),Araboth,araboth,published,,"Houses the Throne of GOD where GOD dwells, the arch angels, Seraphim, the Cherubim, Hayyoth, and where all creation is made."
Chapter 6 (Places),Kendole,kendole,published,,"The ninth level is home to Anka (the primordial chaos) and nothing exists here and is said to be a secret even to GOD. Azazel has visited this place twice, once to deliver to old GOD to become a part of Anka again and at the end of time to deliver the current GOD to become a part of Anka again."
Chapter 6 (Places),Hell,hell,published,Below all else,"Race: Santaniel, Belckus, demons, demonic entities, Hell creatures

One of the 14 realms. Containing the lowest parts of existence. Above it lies the underworld and from it exists all aspects of the place for torment and punishment of the worse of things of that person’s life. It consists of several levels each worse than the previous. At its lowest level is the King of all evil, Belckus and his eldest son Santaniel is imprisoned above him."
Chapter 6 (Places),Onur,onur-places,published,,Often called the underworld in the Elitshian Mythology. It is a place of perpectual sadness and regret. It is the home of the underworld gods and place where the dead is punished for their crimes and sins while on Earth.
Chapter 6 (Places),Sheol,sheol,published,,"Is home to demons and the place where many demonic entities live and roam. There is a small cave that is located on the far south of this area covered in holy water, that leads to the land of the living. The most powerful or semi powerful demons passes through here to go to the land of the living."
Chapter 6 (Places),Abaddon,abaddon,published,,Home of the rulers of Hell in the absence of Santaniel and Belckus. This level has large castles scattered about and houses hundreds of demons a piece. It is also the home to the Knights of Hell.
Chapter 6 (Places),Be’er Shachat,beer-shachat,published,,"Is the pit of corruption, the place where magical entities including Gods, magical beings, etc go to be punished."
Chapter 6 (Places),Tit ha-Yaven,tit-ha-yaven,published,,"Is the clinging mud pit, here the souls of the damned flows into Onur. The worse of punishments are taken here for both humans and higher beings alike."
Chapter 6 (Places),Sha’are Mavet,shaare-mavet,published,,"The Gates to Hell is located underneath the 66 seals scattered across Earth. If all are broken, then Gehenna is opened and Belckus is awaken."
Chapter 6 (Places),Tzalmavet,tzalmavet,published,,"Home to Santaniel, the youngest Archangel and son of GOD. Like his ancestor Belckus, he was punished for his way of thinking and war against GOD, for this he was thrown to Hell where he fell into a slumber. A palace was built around him and so was a tomb to restore his powers before awakening. If half of the 66 seals are broken then he can awaken, bringing forth the Apocalypse."
Chapter 6 (Places),Gehenna,gehenna,published,,"Like his uncle Chaos, Belckus was thrown to the lowest part of existence before Hell existed. He was put into a slumber and 66 gates were placed around him and the place called Gehenna or the Valley of Purgatory was built to house Belckus and the Belki’ remains. Here the souls of those that follows him, and the Hellish creatures resides."
Chapter 6 (Places),Onur,onur-2,published,"Above Hell, below the rest of the existence","Also known as: Underworld
Race: the dead

One of the 14 realms. Most noticeable as the Underworld, the name Onur means “dead” to the Elitshians. Here lies many regions mentioned throughout this book and from its core lies the kingdom of Montum."
Chapter 6 (Places),Norgard,norgard,published,East edge of the Eden,"Also known as: Eternity
Race: spirits of the dead

One of the 14 realms. Also called Eternity. Either it’s a place like Earth or it’s a place like Heaven, Eternity is only seen to the dead and is almost impossible to get to unless the person is dead or dying. Here they are visited by several spirits associated with the afterlife, some of the most well-known are the Angels of Death. The Grim Reaper of Middle Eastern Mythology stands guard. Its exact location is a secret and standing guard in its center is a mysterious girl who holds the secret of all existence. Chain by the hands, her mouth, ears, eyes, and feet, this mysterious girl shall not speak of the secret of existence, or all could be destroyed. Her birth is unknown and why she was chosen remains a secret even today."
Chapter 6 (Places),Eden,eden,published,All around existence,"Race: GOD, The Neither, Chaos (in the beginning)

Eden surrounds the entirety of existence and is the birthplace of Chaos, GOD, The Neither. When they were born, Eden appeared around them. Regardless of their power and curiosity, the three celestials were unable to leave Eden as it was considered endless. All of existence known to us, exists within only a small fraction of Eden’s true size."
Chapter 6 (Places),Ein,ein,published,Northeast Eden,"Race: Elshack

One of the 14 realms, Ein is a still place where only Elshack and large shards of glass and light is known to exists. Elshack created this place while creating the Celestial Trio and the Misukune Egg. Only Elshack and The Neither can enter this domain. It located on the opposite side of all of existence in Eden."
Chapter 6 (Places),Universe 666,universe-666,published,Multiverse,"Race: Varies

Similar in almost all ways to our own universe, Universe 666 is populated with serial killers, murderers, and is absent of cape wearing heroes that we have grown accustomed to in our own universe. Magic is also almost extinct with only a few capable of using it and the High Council has since been defeated by the rise of the Overlords. In this Universe, the seal here broke, causing demons to flow endlessly into innocent humans and creatures. This universe is also home to Eliteverse Dark, an assortment of brutally and adult rated stories and characters."
Chapter 6 (Places),Dimensional Plane,dimensional-plane,published,Realm of Living,"Race: numerous

Dimensional Planes while not as vast as a Realm, they can contain an infinite reality within them. Currently there are only 5 known dimensional planes."
Chapter 6 (Places),Dimensional Plane 1,dimensional-plane-1,published,,"The Nano Dimensional Plane, a microscopic place that exists in the smallest of places where entire realities exist appearing like our own albeit more technically advance and magical."
Chapter 6 (Places),Dimensional Plane 2,dimensional-plane-2,published,,"Tempi Domerum, a place that Shecknurd created during the earliest creation of Time. Time here moves backwards starting from the most advance of technology to prehistoric times."
Chapter 6 (Places),Dimensional Plane 3,dimensional-plane-3,published,,3rd dimension is the main Eliteverse.
Chapter 6 (Places),Dimensional Plane 4,dimensional-plane-4,published,,Only one reality exists including the Primordial Universe.
Chapter 6 (Places),Dimensional Plane 5,dimensional-plane-5,published,,Home of the Djiins and Imps where magic is so strong that it allows its numerous realities and residents to possess massive number of magical abilities.
